Qualification Code,Qualification Title,Qualification Status,Currency Period Start Date,Currency Period End Date,Extent,Scope Start Date,Scope End Date,NSW Delivery Approved,VIC Delivery Approved,QLD Delivery Approved,SA Delivery Approved,WA Delivery Approved,TAS Delivery Approved,NT Delivery Approved,ACT Delivery Approved,International Delivery Approved,Organisation Code,Legal Name,Business name(s),RTO Status,Registration Manager,Legal authority,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head Office location state,Latitude,Longitude,RTO Type,ABN,ACN,URL,CEO Contact Name,CEO Email,CEO Mobile,CEO Phone,Public Enquiries Contact name,Public Enquiries Contact role job title,Public Enquiries Group name,Public Enquiries Organisation,Public Enquiries Email,Public Enquiries Mobile,Public Enquiries Phone,Registration Enquiries contact name,Registration Enquiries Contact role job title,Registration Enquiries Email,Registration Enquiries Mobile,Registration Enquiries Phone,Current Restriction/Regulatory Decision
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,12/09/2028,True,True,True,True,True,True,True,True,False,45551,STELLAR COLLEGE PTY LTD,STELLAR COLLEGE PTY LTD,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,13/09/2019,13/09/2021,12/09/2028,,"29 The Crescent, HOMEBUSH, NSW, 2140",New South Wales,-33.866535,151.084382,Education/training Business Or Centre: Privately Operated Registered Training Organisation,47625911293,625911293,http://www.stellarcollege.edu.au,Ms Bela Bhattacharya,ceo@stellarcollege.edu.au,0272288048,0272288048,Ms Bela Bhattacharya,EO,,STELLAR COLLEGE PTY LTD,ceo@stellarcollege.edu.au,0272288048,0272288048,Ms Bela Bhattacharya,VET,ceo@stellarcollege.edu.au,0272288048,0272288048,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,24/11/2030,True,True,True,True,True,True,True,True,False,45560,Rahban Services Pty Ltd,Spring Hill College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,25/11/2019,25/11/2023,24/11/2030,,"62 Astor Tce, SPRING HILL, QLD, 4000",Queensland,-27.46317,153.02609,Education/training Business Or Centre: Privately Operated Registered Training Organisation,72632079102,632079102,http://www.springhillcollege.edu.au,Mr. Robinder Pal Singh,info@springhillcollege.edu.au,0433428543,0433428543,Administration Team,Administration Team,,Rahban Services Pty Ltd,info@springhillcollege.edu.au,,0405268738,ROBINDER PAL SINGH,CEO,info@springhillcollege.edu.au,,0433428543,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,05/01/2029,True,True,True,True,True,True,True,True,False,45578,AUSTRALIAN BUSINESS MANAGEMENT PTY LTD,ABM Further Education,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,06/01/2020,06/01/2022,05/01/2029,,"Ground Floor 242 Castlereagh St, SYDNEY, NSW, 2000",New South Wales,-33.875413,151.209137,Education/training Business Or Centre: Privately Operated Registered Training Organisation,37623414817,623414817,http://www.abm.edu.au,Mr Doogie (Dong Kwan) Kim,doogie@abm.edu.au,0452335752,(02)91604507,Mr Doogie (Dong Kwan) Kim,Principal Executive Officer,,AUSTRALIAN BUSINESS MANAGEMENT PTY LTD,doogie@abm.edu.au,0452335752,(02)91604507,Mr Doogie (Dong Kwan) Kim,Chief Executive Officer,doogie@abm.edu.au,0452335752,(02)91604507,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,20/10/2022,23/02/2029,True,True,True,True,True,True,True,True,False,45589,FRANKLIN INTERNATIONAL COLLEGE PTY LTD,Franklin International College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/02/2020,24/02/2022,23/02/2029,,"Level 1 341 Queen St, MELBOURNE, VIC, 3000",Victoria,-37.81951,144.96116,Education/training Business Or Centre: Privately Operated Registered Training Organisation,63620140892,620140892,http://www.franklincollege.edu.au,Mr. Arshjot Singh,info@franklincollege.edu.au,0426827161,0426827161,Mr. Arshjot Singh,CEO,,FRANKLIN INTERNATIONAL COLLEGE PTY LTD,info@franklincollege.edu.au,0426827161,0426827161,Mr. Arshjot Singh,CEO,info@franklincollege.edu.au,0426827161,0426827161,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,03/03/2029,True,True,True,True,True,True,True,True,False,45592,Radix Education Pty Ltd,CANBERRA INSTITUTE OF EDUCATION AND TECHNOLOGY,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/03/2020,04/03/2022,03/03/2029,,"15 Barry Drive, TURNER, ACT, 2612",Australian Capital Territory,-35.2753,149.12699,Education/training Business Or Centre: Privately Operated Registered Training Organisation,70624626795,624626795,http://www.ciet.edu.au,Mrs Ramandeep Kaur,ramank.4034@gmail.com,0452520086,0452520086,Mrs Ramandeep Kaur,CEO,,Radix Education Pty Ltd,ramank.4034@gmail.com,0452520086,0452520086,Mrs Ramandeep Kaur,CEO,ramank.4034@gmail.com,0452520086,0452520086,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,24/11/2023,12/05/2029,True,True,True,True,True,True,True,True,False,45609,Global Institute of Training and Education Pty Ltd,GITE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,13/05/2020,13/05/2022,12/05/2029,,"Level 1 67 Jeffcott St, WEST MELBOURNE, VIC, 3003",Victoria,-37.81212,144.95146,Education/training Business Or Centre: Privately Operated Registered Training Organisation,96626792863,626792863,,Mr Sartaj Khan,compliance@gite.edu.au,0480371470,0480371470,Mr. A Liyakat,general enquiries,,Global Institute of Training and Education Pty Ltd,compliance@gite.edu.au,,0480371470,Mr. A Liyakat,Registration enquiries,compliance@gite.edu.au,,0480371470,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,09/06/2029,True,True,True,True,True,True,True,True,False,45616,LearnVault Pty Ltd,Australian Federation College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,10/06/2020,10/06/2022,09/06/2029,,"126 Charles St, LAUNCESTON, TAS, 7250",Tasmania,-41.43954,147.13843,Education/training Business Or Centre: Privately Operated Registered Training Organisation,49635394857,635394857,http://www.afcollege.edu.au,Mr Sohel M Rana,ceo@afcollege.edu.au,0404511809,0404511809,Mr Sohel M Rana,Principal Executive Officer,,LearnVault Pty Ltd,ceo@afcollege.edu.au,0404511809,0404511809,Mr Sohel M Rana,Principal Executive Officer,ceo@afcollege.edu.au,0404511809,0404511809,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,21/06/2029,False,False,False,True,False,False,False,False,False,45620,Clayton Education Group Pty LTD,Clayton College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/06/2020,23/06/2022,21/06/2029,,"90 King William Street, Level 6, ADELAIDE, SA, 5000",South Australia,-34.9248,138.60003,Education/training Business Or Centre: Privately Operated Registered Training Organisation,77635929583,635929583,http://www.claytoncollege.com.au,Mr Ramesh Tanimki,info@claytoncollege.com.au,0402381315,0402381315,Mr Ramesh Tanimki,CEO/PEO,,Clayton Education Group Pty LTD,info@claytoncollege.com.au,0402381315,0402381315,Mr Ramesh Tanimki,CEO/PEO,info@claytoncollege.com.au,0402381315,0402381315,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,07/07/2029,True,True,True,True,True,True,True,True,False,45624,Australian National Education Pty. Ltd.,ANE College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,08/07/2020,08/07/2022,07/07/2029,,"Level 6 128 Chalmers St, SURRY HILLS, NSW, 2010",New South Wales,-33.88446,151.2078,Education/training Business Or Centre: Privately Operated Registered Training Organisation,18634728466,634728466,http://www.ane.edu.au,Ms. Anupa Adhikari,ceo@ane.edu.au,0452358398,0292815929,Ms Anupa Adhiarki,RTO Administrator,,Australian National Education Pty. Ltd.,sydney.campus@ane.edu.au,0292815929,0292815929,Ms. Anupa Adhikari,CEO,ceo@ane.edu.au,0452358398,0292815929,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,23/08/2028,True,True,True,True,True,True,True,True,False,45629,Chambers School of Business Pty Ltd,,Current (suspended),Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,24/08/2020,24/08/2024,23/08/2028,,"Level 4 79 George St, PARRAMATTA, NSW, 2150",New South Wales,-33.81476,151.00689,Enterprise - Non-Government,45626918189,626918189,http://www.csb.edu.au,Ms Mahia Khan Oshin,mahia.oshin@csb.edu.au,0469732901,0469732901,Ms Mahia Khan Oshin,Chief Executive Officer,,Chambers School of Business Pty Ltd,mahia.oshin@csb.edu.au,0469732901,0469732901,Ms Mahia Khan Oshin,VET Registration Enquiries,mahia.oshin@csb.edu.au,0469732901,0469732901,True
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,15/09/2029,False,True,False,False,False,False,False,False,False,45640,Global Institute Australia Pty Ltd,ACACIA INSTITUTE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,16/09/2020,16/09/2022,15/09/2029,,"Level 1 220 Albert Rd, SOUTH MELBOURNE, VIC, 3205",Victoria,-37.83536,144.97038,Education/training Business Or Centre: Privately Operated Registered Training Organisation,93640127340,640127340,http://www.acacia.edu.au,Sumati Randhawa,ceo@acacia.edu.au,1300096974,1300096974,Sumati Randhawa,CEO,,Global Institute Australia Pty Ltd,ceo@acacia.edu.au,1300096974,1300096974,Mrs Meenu Madan,Training and Compliance Manager,meenu@acacia.edu.au,,0390346743,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,01/05/2023,10/09/2029,False,True,False,False,False,False,False,True,False,45644,Opulence College Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/09/2020,11/09/2022,10/09/2029,,"15 Moore St, CANBERRA, ACT, 2601",Australian Capital Territory,-35.27618,149.12793,Education/training Business Or Centre: Privately Operated Registered Training Organisation,65633100464,633100464,http://www.opc.edu.au,Mr Alexander Wong,info@opc.edu.au,,0420480702,Mr. Leo Nguyen,Sales Manager,,Opulence College Pty Ltd,admission.act@opc.edu.au,,0261018650,Mr. Alex Wong,CEO,info@opc.edu.au,,0420480702,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,01/10/2031,True,False,False,False,False,False,False,False,False,45646,Aim Institute Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,02/10/2020,02/10/2024,01/10/2031,,"Shop 9 283-285 Windsor St, RICHMOND, NSW, 2753",New South Wales,-33.5959,150.74908,Education/training Business Or Centre: Privately Operated Registered Training Organisation,35638515287,638515287,http://www.aiminstitute.net.au,Mr Jigneshkumar Bhavsar,Info@aiminstitute.nsw.edu.au,0424721300,0424721300,Mr Jigneshkumar Bhavsar,CEO,,Aim Institute Pty Ltd,Info@aiminstitute.nsw.edu.au,0424721300,0424721300,Mr Jigneshkumar Bhavsar,CEO,Info@aiminstitute.nsw.edu.au,0424721300,0424721300,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,09/05/2023,08/10/2029,True,True,True,True,True,True,True,True,False,45648,Bhairav Baba Pty Ltd,Canberra College of Management and Technology,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,09/10/2020,09/10/2022,08/10/2029,,"15 Barry Dr, Unit 1, Level 2, TURNER, ACT, 2612",Australian Capital Territory,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,79639129454,639129454,http://www.ccmtcollege.edu.au,Mr Keshav Prasad Nepal,keshav@ccmtcollege.edu.au,,0450003561,Mr Keshav Prasad Nepal,Principle Executive Officer,,Bhairav Baba Pty Ltd,keshav@ccmtcollege.edu.au,,0450003561,Mr Keshav Prasad Nepal,Principle Executive Officer,keshav@ccmtcollege.edu.au,,0450003561,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,20/10/2029,True,True,True,True,True,True,True,True,False,45650,ROCKFORD INTERNATIONAL COLLEGE PTY LTD,Rockford College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/10/2020,21/10/2022,20/10/2029,,"633 Princes Hwy, Suite 3, ROCKDALE, NSW, 2216",New South Wales,-33.95822,151.13752,Education/training Business Or Centre: Privately Operated Registered Training Organisation,47636979667,636979667,http://www.rockford.edu.au,Mr Umesh Kumar Pandey,ceo@rockford.edu.au,0431331130,(02)85935200,,,Rockford Admissions Team,ROCKFORD INTERNATIONAL COLLEGE PTY LTD,admissions@rockford.edu.au,,0285935200,Mr Umesh Pandey,Chief Executive Officer,ceo@rockford.edu.au,0434400768,0431331130,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,27/04/2023,08/11/2029,False,True,False,False,False,False,False,False,False,45652,Career Solutions Group Pty Ltd,Collins International College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,30/10/2020,30/10/2022,08/11/2029,,"Level 1 158 Swanston St, MELBOURNE, VIC, 3000",Victoria,-37.81258,144.96537,Education/training Business Or Centre: Privately Operated Registered Training Organisation,96633845959,633845959,,Mr Vivek Prabhatdev Bhojak,collinsinternationalcollege.cic@gmail.com,0433755690,0433755690,Mr Vivek Prabhatdev Bhojak,CEO,,Career Solutions Group Pty Ltd,collinsinternationalcollege.cic@gmail.com,0433755690,0433755690,Mr Vivek Prabhatdev Bhojak,CEO,collinsinternationalcollege.cic@gmail.com,0433755690,0433755690,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,11/01/2030,True,True,True,True,True,True,True,True,False,45667,ACHIEVEMENT INSTITUTE AUSTRALIA (AIA) PTY LTD,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,12/01/2021,12/01/2023,11/01/2030,,"Level 16 9-13 Castlereagh St, SYDNEY, NSW, 2000",New South Wales,-33.86667,151.20953,Education/training Business Or Centre: Privately Operated Registered Training Organisation,26639249933,639249933,,Mr Ahsan Habib SAGAR,info@aiaustralia.edu.au,,1300411598,Mr Ahsan Habib SAGAR,CEO,,ACHIEVEMENT INSTITUTE AUSTRALIA (AIA) PTY LTD,info@aiaustralia.edu.au,,1300411598,Mr Ahsan Habib SAGAR,CEO,info@aiaustralia.edu.au,,1300411598,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,04/03/2030,True,True,True,True,True,True,True,True,False,45676,Prime Education Group Pty Ltd,WATTLE COLLEGE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/03/2021,05/03/2023,04/03/2030,,"252 Lygon St, CARLTON, VIC, 3053",Victoria,-37.801345,144.967098,Education/training Business Or Centre: Privately Operated Registered Training Organisation,13637162424,637162424,http://www.wattle.edu.au,Mr Arjun Batra,admin@wattle.edu.au,0452230229,0452230229,,,Reception,Prime Education Group Pty Ltd,admin@wattle.edu.au,,1300118085,Mr Arjun Batra,CEO,admin@wattle.edu.au,0452230229,0452230229,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,31/03/2030,True,True,True,True,True,True,True,True,False,45680,AUSTRALIAN SOVEREIGN COLLEGE PTY LTD,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,31/03/2021,01/04/2023,31/03/2030,,"212A Liverpool St, HOBART, TAS, 7000",Tasmania,-42.88491,147.32373,Education/training Business Or Centre: Privately Operated Registered Training Organisation,26634688887,634688887,https://ausc.edu.au,Mr Abrar Latif,ceo@ausc.edu.au,470271552,0362009550,Mr. Jabbar Shaik,General Enquiries Contact,,AUSTRALIAN SOVEREIGN COLLEGE PTY LTD,md@ausc.edu.au,,0362009550,Mr Abrar Latif,Registration Enquiries Officer,ceo@ausc.edu.au,470271552,0362009550,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,24/01/2024,31/08/2026,False,False,True,False,False,False,False,False,False,45694,Shafston International Pty Ltd,INSPIRE EDUCATION;Shafston Cambridge Exam Centre;Shafston International College;Shafston School of Business;The Mary McConnel School of Early Childhood,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/05/2021,21/05/2021,31/08/2026,,"46 Thorn St, KANGAROO POINT, QLD, 4169",Queensland,-27.47645,153.04016,Education/training Business Or Centre: Privately Operated Registered Training Organisation,98648736145,648736145,http://shafston.edu,Mr (Peter) Yue Wei,peter.wei@shafston.edu,0438888001,0438888001,Mr (Peter) Yue Wei,General Manager,,Shafston International Pty Ltd,peter.wei@shafston.edu,0438888001,0438888001,Mr (Peter) Yue Wei,General Manager,peter.wei@shafston.edu,0438888001,0438888001,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,30/05/2030,False,True,False,False,False,False,False,False,False,45696,Holborne Institute Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/06/2021,01/06/2023,30/05/2030,,"Level 1 55 Swanston St, MELBOURNE, VIC, 3000",Victoria,-37.81642,144.96668,Education/training Business Or Centre: Privately Operated Registered Training Organisation,51645449332,645449332,https://holborne.edu.au/,Mr. SIDDHARTHA SHARMA,info@holborne.edu.au,0421144393,0421144393,Mr. SIDDHARTHA SHARMA,DIRECTOR,,Holborne Institute Pty Ltd,info@holborne.edu.au,0421144393,0421144393,Mr. SIDDHARTHA SHARMA,Chief Executive Officer,info@holborne.edu.au,0421144393,0421144393,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,14/07/2030,False,False,False,False,True,False,False,False,False,45710,Highgate International College Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,15/07/2021,15/07/2023,14/07/2030,,"251 Adelaide Tce, Level 3, PERTH, WA, 6000",Western Australia,-31.95813,115.86609,Education/training Business Or Centre: Privately Operated Registered Training Organisation,34640430404,640430404,,Mr Titus George,ceo@hic.edu.au,0424628262,0424628262,Mr Titus George,CEO,,Highgate International College Pty Ltd,ceo@hic.edu.au,0424628262,0424628262,Mr Titus George,CEO,ceo@hic.edu.au,0424628262,0424628262,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,26/07/2030,True,True,True,True,True,True,True,True,False,45714,Goldthorn International Pty Ltd,Goldthorn International College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/07/2021,27/07/2023,26/07/2030,,"Shop 35 81 O'Connell St, NORTH ADELAIDE, SA, 5006",South Australia,-34.90597,138.59586,Education/training Business Or Centre: Privately Operated Registered Training Organisation,29639009733,639009733,,Mr. Sham Lal Sharma,goldthorninternational@gmail.com,0433924882,0433924882,Mr Sham Sharma,CEO,,Goldthorn International Pty Ltd,goldthorninternational@gmail.com,433924882,0433924882,Mr Sham Sharma,CEO,goldthorninternational@gmail.com,433924882,0433924882,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,23/10/2024,11/08/2025,True,True,True,True,True,True,True,True,False,45718,Victoria Healthcare College Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,12/08/2021,12/08/2023,11/08/2025,,"Suite 603 267-277 Castlereagh St, SYDNEY, NSW, 2000",New South Wales,-33.87753,151.20835,Education/training Business Or Centre: Privately Operated Registered Training Organisation,21641368854,641368854,,Mohammod Kamal Uddin,info@vhc.edu.au,0466315462,0466315462,Mohammod Kamal Uddin,VET General Enquiries,,Victoria Healthcare College Pty Ltd,info@vhc.edu.au,0466315462,0466315462,Mohammod Kamal Uddin,VET Registration Enquiries,info@vhc.edu.au,0466315462,0466315462,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,17/08/2030,True,True,True,True,True,True,True,True,False,45720,Contempo Education Pty Ltd,CONTEMPO COLLEGE;Contempo Culinary Hub,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/08/2021,18/08/2023,17/08/2030,,"Level 3 379 Hay St, PERTH, WA, 6000",Western Australia,-31.95716,115.86676,Education/training Business Or Centre: Privately Operated Registered Training Organisation,58625319664,625319664,https://contempocollege.edu.au/,Ms Santy Ramasamy,ceo@contempocollege.edu.au,0422011025,(08)61502138,Ms Navirnyaa Selvarajah,BDM,,Contempo Education Pty Ltd,info@contempocollege.edu.au,,(08)61502138,Ms Santy Ramasamy,CEO,ceo@contempocollege.edu.au,0422011025,(08)61502138,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,05/06/2024,27/09/2030,True,True,True,True,True,True,True,True,False,45739,Academia of Trade Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,28/09/2021,28/09/2023,27/09/2030,,"Ground floor 12- 14 Wentworth St, PARRMATTA, NSW, 2150",New South Wales,-33.81917,151.00569,Education/training Business Or Centre: Privately Operated Registered Training Organisation,54642248646,642248646,,Gurpreet Kaur Sudhan,gurpreet@academi.edu.au,,0412612483,Gurpreet Kaur Sudhan,CEO/PEO,,Academia of Trade Pty Ltd,gurpreet@academi.edu.au,,0412612483,Gurpreet Kaur Sudhan,CEO/PEO,gurpreet@academi.edu.au,,0412612483,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,31/10/2024,18/10/2030,False,False,False,False,True,False,False,False,False,45752,The Bright College Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/10/2021,20/10/2023,18/10/2030,,"Level 2, 440 William St, PERTH, WA, 6000",Western Australia,-31.953866,115.856998,Education/training Business Or Centre: Privately Operated Registered Training Organisation,37645752209,645752209,https://www.thebrightcollege.edu.au/,Dr Jagannath Adhikari,jadhikari@thebrightcollege.edu.au,0434063636,61862443233,,,Management Team,The Bright College Pty Ltd,admin@thebrightcollege.edu.au,,0862443233,Dr Jagannath Adhikari,CEO,jadhikari@thebrightcollege.edu.au,0434063636,61862443233,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,23/01/2023,30/10/2030,True,True,True,True,True,True,True,True,False,45754,RIVERDALE INSTITUTE PTY LTD,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,29/10/2021,29/10/2023,30/10/2030,,"Level 1 120 Miller St, WEST MELBOURNE, VIC, 3003",Victoria,-37.810471,144.951283,Education/training Business Or Centre: Privately Operated Registered Training Organisation,42641510607,641510607,http://www.riverdaleinstitute.edu.au,Ms. Sindura Dhanekula,info@riverdaleinstitute.edu.au,0468730928,1800902480,Ms. Sindura Dhanekula,CEO,,RIVERDALE INSTITUTE PTY LTD,info@riverdaleinstitute.edu.au,0468730928,1800902480,Ms. Sindura Dhanekula,CEO,info@riverdaleinstitute.edu.au,0468730928,1800902480,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,20/01/2023,29/04/2031,True,True,True,True,True,True,True,True,False,45756,Australian Business Skills College Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/11/2021,01/11/2023,29/04/2031,,"263 King St, MASCOT, NSW, 2020",New South Wales,-33.92806,151.18868,Education/training Business Or Centre: Privately Operated Registered Training Organisation,69642428528,642428528,http://www.absc.nsw.edu.au,Mr Aadil Ahmed,australianbusinessskills@gmail.com,0414088511,0414088511,Mr Adil Ahmed,Chief Executive Officer,,Australian Business Skills College Pty Ltd,australianbusinessskills@gmail.com,,0414088511,Mr Aadil Ahmed,Chief Executive Officer,australianbusinessskills@gmail.com,0414088511,0414088511,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,04/11/2030,True,True,True,True,True,True,True,True,False,45759,SUNBEAM INTERNATIONAL COLLEGE PTY LTD,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/11/2021,05/11/2023,04/11/2030,,"62 Gawler Pl, ADELAIDE, SA, 5000",South Australia,-34.92358,138.60218,Education/training Business Or Centre: Privately Operated Registered Training Organisation,69643667850,643667850,http://sunbeam.edu.au/,Mr. Arup Kumar Nandi,arup.nandi@sunbeam.edu.au,,451201537,Mr. Arup Kumar Nandi,CEO,,SUNBEAM INTERNATIONAL COLLEGE PTY LTD,info@sunbeam.edu.au,0451201537,1300799630,Mr. Arup Kumar Nandi,CEO,info@sunbeam.edu.au,0451201537,1300799630,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,10/11/2030,False,False,False,False,True,False,False,False,False,45763,Pioneer College Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/11/2021,11/11/2023,10/11/2030,,"Level 1 150-152 Adelaide Tce, EAST PERTH, WA, 6004",Western Australia,-31.95961,115.87205,Education/training Business Or Centre: Privately Operated Registered Training Organisation,43629991779,629991779,https://www.pioneercollege.edu.au/index.html,Mr. Abdul Chaudhry,ceo@pioneercollege.edu.au,433500276,433500276,Mr Mohamed Ashraf,Student Support Supervisor,,Pioneer College Pty Ltd,sss@pioneercollege.edu.au,,0447190260,Mr Amardeep Kaur,Compliance Officer,complianceofficer@pioneercollege.edu.au,,0861867713,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,28/02/2023,11/11/2025,False,False,False,False,True,False,False,False,False,45764,Phia Education Pty Ltd,Hopkins International College,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/11/2021,12/11/2023,11/11/2025,,"Suite 2 170 Wellington St, EAST PERTH, WA, 6004",Western Australia,-31.95663,115.87607,Education/training Business Or Centre: Privately Operated Registered Training Organisation,42643615883,643615883,http://www.hopkins.edu.au,Mr. Amer Matarneh,ceo@hopkins.edu.au,0450122834,0893251390,Mr. Amer Matarneh,Adminstration Manager,,Phia Education Pty Ltd,info@hopkins.edu.au,0450122834,0893251390,Mr Lincoln Islam,VET Registration Enquiries,ceo@hopkins.edu.au,0450068044,0450068044,False
SIT40521,Certificate IV in Kitchen Management,Current,10/06/2022,,Deliver and assess,10/06/2022,17/11/2030,True,True,True,True,True,True,True,True,False,45769,Starford College Pty Ltd,,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/11/2021,18/11/2023,17/11/2030,,"Suite 1 Level 7 280-282 Pitt St, SYDNEY, NSW, 2000",New South Wales,,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,63643485189,643485189,http://www.starford.edu.au,Mr Om Krishna Shrestha,info@starford.edu.au,0402620753,0402620753,Mr Om Krishna Shrestha,CEO/PEO,,Starford College Pty Ltd,info@starford.edu.au,0402620753,0402620753,Mr Om Krishna Shrestha,CEO/PEO,info@starford.edu.au,0402620753,0402620753,False
